,index,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
289,1927,2456,4-nitroaniline,water,C1=CC(=CC=C1N)[N+](=O)[O-],O,-9.45
290,2156,2788,benzenesulfonamide,dimethylsulfoxide,C1=CC=C(C=C1)S(=O)(=O)N,CS(=O)C,-54.6
291,23,51,hydrogenperoxide,aniline,OO,C1=CC=C(C=C1)N,-7.8
292,1800,2245,"1,1,2-trichloroethane",water,C(C(Cl)Cl)Cl,O,-1.95
293,1268,1579,n-propane,octanol,CCC,CCCCCCCCO,-1.26
294,1582,2000,1-pentanol,toluene,CCCCCO,CC1=CC=CC=C1,-5.17
295,2260,2920,aniline,water,C1=CC=C(C=C1)N,O,-62.9
296,2330,3000,3-methylaniline,water,CC1=CC(=CC=C1)N,O,-69.6
297,1766,2209,"2,5-dimethylpyridine",water,CC1=CN=C(C=C1)C,O,-4.72
298,2002,2602,4-bromopyridine,octanol-water,C1=CN=CC=C1Br,CCCCCCCCO.O,-2.1
299,2098,2717,hydrazine,acetonitrile,NN,CC#N,-87.7
300,311,455,4-methylpyridine,chloroform,CC1=CC=NC=C1,C(Cl)(Cl)Cl,-7.5
301,351,499,quinoline,chloroform,C1=CC=C2C(=C1)C=CC=N2,C(Cl)(Cl)Cl,-10.23
302,306,450,pyridine,chloroform,C1=CC=NC=C1,C(Cl)(Cl)Cl,-6.45
303,985,1250,1-iodopropane,hexadecane,CCCI,CCCCCCCCCCCCCCCC,-4.27
304,1869,2322,"2,3-dichlorobiphenyl",water,C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl,O,-2.45
305,1014,1289,propanoicacid,hexane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCC,-2.98
306,1592,2010,2-hexanone,toluene,CCCCC(=O)C,CC1=CC=CC=C1,-5.6
307,581,807,benzonitrile,diethylether,C1=CC=C(C=C1)C#N,CCOCC,-6.36
308,1105,1388,p-cresol,isooctane,CC1=CC=C(C=C1)O,CC(C)CC(C)(C)C,-5.59
309,2173,2806,trifluoroacetamide,dimethylsulfoxide,C(=O)(C(F)(F)F)N,CS(=O)C,-49.2
310,1956,2544,acetanilide,cyclohexane-water,CC(=O)NC1=CC=CC=C1,C1CCCCC1.O,1.92
311,809,1058,n-butane,hexadecane,CCCC,CCCCCCCCCCCCCCCC,-2.2
312,2157,2790,carbazole,dimethylsulfoxide,C1=CC=C2C(=C1)C3=CC=CC=C3N2,CS(=O)C,-49.9
313,1976,2572,p-cyanoacetanilide,octanol-water,CC(=O)NC1=CC=C(C=C1)C#N,CCCCCCCCO.O,-1.87
314,13,40,nitromethane,acetophenone,C[N+](=O)[O-],CC(=O)C1=CC=CC=C1,-4.92
315,1245,1551,1-heptanol,octane,CCCCCCCO,CCCCCCCC,-5.56
316,514,684,bromobenzene,decane,C1=CC=C(C=C1)Br,CCCCCCCCCC,-5.43
317,409,564,butylacetate,cyclohexane,CCCCCC(=O)[O-],C1CCCCC1,-4.94
318,1091,1374,n-octane,isooctane,CCCCCCCC,CC(C)CC(C)(C)C,-5.44
319,313,457,acetonitrile,chloroform,CC#N,C(Cl)(Cl)Cl,-4.44
320,1752,2195,butylamine,water,CCCCN,O,-4.29
321,2221,2874,piperidine,methanol,C1CCNCC1,CO,-62.9
322,1231,1537,p-bromophenol,nonanol,C1=CC(=CC=C1O)Br,CCCCCCCCCO,-10.36
323,1832,2278,"1,1,1-trifluoropropan-2-ol",water,CC(C(F)(F)F)O,O,-4.16
324,759,1001,acetophenone,heptane,CC(=O)C1=CC=CC=C1,CCCCCCC,-6.14
325,382,533,ethanol,cyclohexane,CCO,C1CCCCC1,-2.42
326,1848,2296,acetamide,water,CC(=O)N,O,-9.71
327,2225,2878,4-methoxyaniline,methanol,COC1=CC=C(C=C1)N,CO,-72.1
328,1303,1615,t-butanol,octanol,CC(C)(C)O,CCCCCCCCO,-4.78
329,1805,2250,"Z-1,2-dichloroethene",water,C(=C\Cl)\Cl,O,-1.17
330,782,1030,tripropylphosphate,heptane,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,CCCCCCC,-7.5
331,263,400,4-methylaniline,chlorobenzene,CC1=CC=C(C=C1)N,C1=CC=C(C=C1)Cl,-7.54
332,2037,2642,N-vinyl-2-pyrrolidinone,octanol-water,C=CN1CCCC1=O,CCCCCCCCO.O,-0.5
333,598,826,"N,N-dimethylformamide",diethylether,CN(C)C=O,CCOCC,-5.31
334,915,1174,2-methyl-1-nitrobenzene,hexadecane,CC1=CC=CC=C1[N+](=O)[O-],CCCCCCCCCCCCCCCC,-6.52
335,1338,1658,butylacetate,octanol,CCCCCC(=O)[O-],CCCCCCCCO,-4.96
336,2240,2893,n-butylamine,methanol,CCCCN,CO,-70.8
337,1037,1317,"3,5-dibromo-4-hydroxybenzonitrile",hexane,C1=C(C=C(C(=C1Br)O)Br)C#N,CCCCCC,-9.67
338,8,34,toluene,acetophenone,CC1=CC=CC=C1,CC(=O)C1=CC=CC=C1,-4.9
339,316,460,2-methyl-1-nitrobenzene,chloroform,CC1=CC=CC=C1[N+](=O)[O-],C(Cl)(Cl)Cl,-8.3
340,304,448,trimethylamine,chloroform,CN(C)C,C(Cl)(Cl)Cl,-3.9
341,427,584,m-hydroxybenzaldehyde,cyclohexane,C1=CC(=CC(=C1)O)C=O,C1CCCCC1,-6.88
342,105,143,toluene,benzylalcohol,CC1=CC=CC=C1,C1=CC=C(C=C1)CO,-4.46
343,1320,1634,propanal,octanol,CCC=O,CCCCCCCCO,-4.13
344,121,160,1-hexanol,bromobenzene,CCCCCCO,C1=CC=C(C=C1)Br,-5.92
345,1374,1696,dichloromethane,octanol,C(Cl)Cl,CCCCCCCCO,-3.07
346,1949,2532,b-propiolactone,benzene-water,C1COC1=O,C1=CC=CC=C1.O,0.27
347,2200,2847,4-methoxybenzoicacid,methanol,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N,CO,-69.0
348,1573,1991,2-heptanone,tetralin,CCCCCC(=O)C,C1CCC2=CC=CC=C2C1,-5.33
349,115,154,methanol,bromobenzene,CO,C1=CC=C(C=C1)Br,-2.31
350,1380,1702,2-chloropropane,octanol,CC(C)Cl,CCCCCCCCO,-2.84
351,2208,2860,m-cresol,methanol,CC1=CC(=CC=C1)O,CO,-69.8
352,1717,2150,diethylether,water,CCOCC,O,-1.76
353,767,1015,propylamine,heptane,CCCN,CCCCCCC,-3.03
354,978,1243,4-methylaniline,hexadecane,CC1=CC=C(C=C1)N,CCCCCCCCCCCCCCCC,-6.04
355,2205,2854,cyanoaceticacid,methanol,C(C#N)C(=O)O,CO,-61.7
356,1724,2159,pentanal,water,CCCCC=O,O,-3.03
357,1486,1852,ethanol,pentane,CCO,CCCCC,-2.15
358,1073,1354,nitromethane,iodobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)I,-4.1
359,1146,1445,2-pentanone,mesitylene,CCCC(=O)C,CC1=CC(=CC(=C1)C)C,-4.8
360,1381,1703,"Z-1,2-dichloroethene",octanol,C(=C\Cl)\Cl,CCCCCCCCO,-3.71
361,552,776,1-butanol,diethylether,CCCCO,CCOCC,-5.69
362,87,122,1-octanol,benzene,CCCCCCCCO,C1=CC=CC=C1,-8.06
363,2217,2870,3-methylaniline,methanol,CC1=CC(=CC=C1)N,CO,-71.3
364,2284,2950,3-pentanone,water,CCC(=O)CC,O,-73.7
365,1509,1880,phenol,pentanol,C1=CC=C(C=C1)O,CCCCCO,-8.55
366,1027,1307,fluorobenzene,hexane,C1=CC=C(C=C1)F,CCCCCC,-4.15
367,1357,1678,1-nitropropane,octanol,CCC[N+](=O)[O-],CCCCCCCCO,-4.44
368,1958,2546,trifluoroacetamide,cyclohexane-water,C(=O)(C(F)(F)F)N,C1CCCCC1.O,5.36
369,543,767,ethylbenzene,diethylether,CCC1=CC=CC=C1,CCOCC,-5.45
370,1559,1970,tetrachloroethene,tetrachloroethene,C(=C(Cl)Cl)(Cl)Cl,C(=C(Cl)Cl)(Cl)Cl,-5.39
371,2155,2787,benzeneacetamide,dimethylsulfoxide,C1=CC=C(C=C1)CC(=O)N,CS(=O)C,-54.0
372,494,659,phenol,decane,C1=CC=C(C=C1)O,CCCCCCCCCC,-5.5
373,1935,2465,fenbufen,water,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,O,-12.75
374,2141,2768,"1,2,3-triazole",dimethylsulfoxide,C1=NNN=C1,CS(=O)C,-56.7
375,1372,1694,"1,1-difluoroethane",octanol,CC(F)F,CCCCCCCCO,-1.13
376,916,1175,ethanethiol,hexadecane,CCS,CCCCCCCCCCCCCCCC,-2.96
377,71,106,2-methylpyridine,benzene,CC1=CC=CC=N1,C1=CC=CC=C1,-5.86
378,63,98,ethylamine,benzene,CCN,C1=CC=CC=C1,-2.73
379,1266,1577,methane,octanol,C,CCCCCCCCO,0.51
380,643,873,toluene,dimethylpyridine,CC1=CC=CC=C1,CC1=C(N=CC=C1)C,-5.03
381,867,1117,propanal,hexadecane,CCC=O,CCCCCCCCCCCCCCCC,-2.48
382,1786,2231,2-methoxyethanol,water,COCCO,O,-6.77
383,1223,1529,benzene,nonanol,C1=CC=CC=C1,CCCCCCCCCO,-3.82
384,500,665,2-butanone,decane,CCC(=O)C,CCCCCCCCCC,-3.3
385,1210,1511,1-heptanol,nonane,CCCCCCCO,CCCCCCCCC,-5.62
386,1352,1672,N-methylaniline,octanol,CNC1=CC=CC=C1,CCCCCCCCO,-6.94
387,2349,3020,hydrazine,water,NN,O,-84.6
388,1607,2032,dipropylamine,toluene,CCCNCCC,CC1=CC=CC=C1,-5.24
389,205,254,p-bromophenol,butylacetate,C1=CC(=CC=C1O)Br,CCCCCC(=O)[O-],-10.57
390,862,1112,diethylether,hexadecane,CCOCC,CCCCCCCCCCCCCCCC,-2.81
391,651,881,"1,4-dioxane",dimethylsulfoxide,C1COCCO1,CS(=O)C,-4.9
392,557,781,1-hexanol,diethylether,CCCCCCO,CCOCC,-6.82
393,377,528,ethylbenzene,cyclohexane,CCC1=CC=CC=C1,C1CCCCC1,-4.97
394,535,705,phenol,dibromoethane,C1=CC=C(C=C1)O,CC(Br)Br,-7.22
395,999,1273,1-butanol,hexane,CCCCO,CCCCCC,-3.77
396,1701,2134,"1,2-ethanediol",water,C(CO)O,O,-9.3
397,198,246,o-cresol,butylacetate,CC1=CC=CC=C1O,CCCCCC(=O)[O-],-8.9
398,561,785,diethylether,diethylether,CCOCC,CCOCC,-3.39
399,1075,1357,propanoicacid,isobutanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC(C)CO,-6.98
400,590,817,ammonia,diethylether,N,CCOCC,-1.41
401,519,689,phenol,decanol,C1=CC=C(C=C1)O,CCCCCCCCCCO,-8.58
402,308,452,aniline,chloroform,C1=CC=C(C=C1)N,C(Cl)(Cl)Cl,-7.34
403,1903,2375,bis(2-chloroethyl)ether,water,C(CCl)OCCCl,O,-4.23
404,677,908,n-octane,ethylacetate,CCCCCCCC,CCOC(=O)C,-4.72
405,59,89,hexanoicacid,benzene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C1=CC=CC=C1,-6.94
406,857,1107,1-heptanol,hexadecane,CCCCCCCO,CCCCCCCCCCCCCCCC,-5.62
407,1047,1327,m-cresol,hexanol,CC1=CC(=CC=C1)O,CCCCCCO,-8.42
408,207,256,1-octanol,butylacetate,CCCCCCCCO,CCCCCC(=O)[O-],-8.17
409,2119,2742,tri-n-butylamine,acetonitrile,CCCCN(CCCC)CCCC,CC#N,-57.4
410,670,900,g-butyrolactone,ethanol,C1CC(=O)OC1,CCO,-4.58
411,700,932,ethylbenzene,ethylbenzene,CCC1=CC=CC=C1,CCC1=CC=CC=C1,-5.67
412,162,206,ethylbenzene,butanol,CCC1=CC=CC=C1,CCCCO,-4.46
413,1770,2214,benzonitrile,water,C1=CC=C(C=C1)C#N,O,-4.1
414,940,1200,"1,4-dichlorobenzene",hexadecane,C1=CC(=CC=C1Cl)Cl,CCCCCCCCCCCCCCCC,-6.02
415,1875,2330,bromotrichloromethane,water,C(Cl)(Cl)(Cl)Br,O,-0.93
416,256,393,trimethylamine,chlorobenzene,CN(C)C,C1=CC=C(C=C1)Cl,-2.82
417,506,673,propylacetate,decane,CCCCC(=O)O,CCCCCCCCCC,-4.02
418,1743,2183,propylacetate,water,CCCCC(=O)O,O,-2.86
419,1975,2571,acetanilide,octanol-water,CC(=O)NC1=CC=CC=C1,CCCCCCCCO.O,-1.58
420,729,965,2-butanone,fluorobenzene,CCC(=O)C,C1=CC=C(C=C1)F,-4.6
421,1480,1843,ethylacetate,pentadecane,CCOC(=O)C,CCCCCCCCCCCCCCC,-3.37
422,20,48,propanoicacid,aniline,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=C(C=C1)N,-6.2
423,1242,1548,o-cresol,octane,CC1=CC=CC=C1O,CCCCCCCC,-6.16
424,2262,2923,formicacid,water,COC1=CC=CC(=C1)C2=CC=C(C=C2)N,O,-76.2
425,381,532,methanol,cyclohexane,CO,C1CCCCC1,-1.29
426,538,708,1-heptanol,dibromoethane,CCCCCCCO,CC(Br)Br,-6.64
427,1511,1882,p-cresol,pentanol,CC1=CC=C(C=C1)O,CCCCCO,-9.25
428,1467,1807,sulfolane,octanol,C1CCS(=O)(=O)C1,CCCCCCCCO,-7.56
429,83,118,tripropylphosphate,benzene,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,C1=CC=CC=C1,-9.34
430,1311,1623,1-decanol,octanol,CCCCCCCCCCO,CCCCCCCCO,-9.88
431,1809,2254,"1,2-dichlorobenzene",water,C1=CC=C(C(=C1)Cl)Cl,O,-1.36
432,1886,2354,urea,water,C(=O)(N)N,O,-13.8
433,270,407,m-xylene,chloroform,CC1=CC(=CC=C1)C,C(Cl)(Cl)Cl,-5.86
434,1973,2568,trichloroacetamide,heptane-water,C(=O)(C(Cl)(Cl)Cl)N,CCCCCCC.O,1.21
435,1286,1598,propyne,octanol,CC#C,CCCCCCCCO,-1.59
436,2267,2930,methanol,water,CO,O,-95.0
437,834,1084,benzene,hexadecane,C1=CC=CC=C1,CCCCCCCCCCCCCCCC,-3.8
438,937,1197,trichloroethene,hexadecane,C(=C(Cl)Cl)Cl,CCCCCCCCCCCCCCCC,-4.08
439,2351,3022,ethanol,water,CCO,O,-88.4
440,429,586,fluorobenzene,cyclohexane,C1=CC=C(C=C1)F,C1CCCCC1,-3.59
441,1493,1859,2-pentanone,pentane,CCCC(=O)C,CCCCC,-4.16
442,2209,2861,o-cresol,methanol,CC1=CC=CC=C1O,CO,-68.1
443,2089,2708,trimethylamine,acetonitrile,CN(C)C,CC#N,-66.1
444,458,616,"1,4-dioxane",cyclohexanone,C1COCCO1,C1CCC(=O)CC1,-4.95
445,78,113,p-bromophenol,benzene,C1=CC(=CC=C1O)Br,C1=CC=CC=C1,-8.81
446,1143,1435,butylamine,isopropyltoluene,CCCCN,CC1=CC=C(C=C1)C(C)C,-4.22
447,32,60,n-pentane,benzene,CCCCC,C1=CC=CC=C1,-2.99
448,1132,1415,2-hexanone,isopropylbenzene,CCCCC(=O)C,CC(C)C1=CC=CC=C1,-5.39
449,1151,1450,n-octane,methoxyethanol,CCCCCCCC,COCCO,-3.71
450,2126,2752,isopropanol,dimethylsulfoxide,CC(C)O,CS(=O)C,-60.0
451,380,531,naphthalene,cyclohexane,C1=CC=C2C=CC=CC2=C1,C1CCCCC1,-7.17
452,226,280,1-nitropropane,carbondisulfide,CCC[N+](=O)[O-],C(=S)=S,-4.5
453,1054,1335,n-octane,iodobenzene,CCCCCCCC,C1=CC=C(C=C1)I,-4.72
454,1175,1474,methanol,nitrobenzene,CO,C1=CC=C(C=C1)[N+](=O)[O-],-2.93
455,686,917,1-hexanol,ethylacetate,CCCCCCO,CCOC(=O)C,-6.92
456,1341,1661,trimethylamine,octanol,CN(C)C,CCCCCCCCO,-3.6
457,305,449,diethylamine,chloroform,CCNCC,C(Cl)(Cl)Cl,-5.23
458,209,258,hydrogenperoxide,butylacetate,OO,CCCCCC(=O)[O-],-6.76
459,1503,1874,chloroform,pentane,C(Cl)(Cl)Cl,CCCCC,-3.26
460,1475,1819,iodobenzene,octanol,C1=CC=C(C=C1)I,CCCCCCCCO,-6.18
461,2345,3016,quinoline,water,C1=CC=C2C(=C1)C=CC=N2,O,-56.0
462,981,1246,diiodomethane,hexadecane,C(I)I,CCCCCCCCCCCCCCCC,-5.26
463,1131,1414,2-pentanone,isopropylbenzene,CCCC(=O)C,CC(C)C1=CC=CC=C1,-4.84
464,1085,1368,piperidine,isobutanol,C1CCNCC1,CC(C)CO,-6.17
465,1879,2346,"3,4-dimethylpyridine",water,CC1=C(C=NC=C1)C,O,-5.22
466,1106,1389,"1,4-dioxane",isooctane,C1COCCO1,CC(C)CC(C)(C)C,-4.02
467,2326,2996,triethylamine,water,CCN(CC)CC,O,-54.6
468,483,648,methylbenzoate,decalin,COC(=O)C1=CC=CC=C1,C1CCC2CCCCC2C1,-6.76
469,1292,1604,o-xylene,octanol,CC1=CC=CC=C1C,CCCCCCCCO,-5.07
470,277,414,1-butanol,chloroform,CCCCO,C(Cl)(Cl)Cl,-5.28
471,2020,2624,butyltrimethylsilane,octanol-water,CCCC[Si](C)(C)C,CCCCCCCCO.O,-5.71
472,221,273,"1,4-dioxane",carbondisulfide,C1COCCO1,C(=S)=S,-4.67
473,974,1239,4-ethylpyridine,hexadecane,CCC1=CC=NC=C1,CCCCCCCCCCCCCCCC,-2.45
474,571,797,ethylamine,diethylether,CCN,CCOCC,-2.89
475,411,568,trimethylamine,cyclohexane,CN(C)C,C1CCCCC1,-2.63
476,1807,2252,trichloroethene,water,C(=C(Cl)Cl)Cl,O,-0.39
477,727,963,ethanol,fluorobenzene,CCO,C1=CC=C(C=C1)F,-3.45
478,585,812,m-hydroxybenzaldehyde,diethylether,C1=CC(=CC(=C1)O)C=O,CCOCC,-11.36
479,1068,1349,2-butanone,iodobenzene,CCC(=O)C,C1=CC=C(C=C1)I,-4.22
480,1005,1279,1-heptanol,hexane,CCCCCCCO,CCCCCC,-5.75
481,2359,3030,morpholine,water,C1COCCN1,O,-69.6
482,1745,2188,ethylamine,water,CCN,O,-4.5
483,674,904,"1,4-dioxane",ethoxybenzene,C1COCCO1,CCOC1=CC=CC=C1,-4.87
484,1041,1321,benzene,hexanol,C1=CC=CC=C1,CCCCCCO,-3.68
485,447,605,"N,N-dimethylformamide",cyclohexane,CN(C)C=O,C1CCCCC1,-3.82
486,1754,2197,N-methylpiperazine,water,CN1CCNCC1,O,-7.77
487,962,1225,isopropylether,hexadecane,CC(C)OC(C)C,CCCCCCCCCCCCCCCC,-4.02
488,1526,1899,2-pentanone,perfluorobenzene,CCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.1
489,1017,1295,butylacetate,hexane,CCCCCC(=O)[O-],CCCCCC,-4.86
490,2197,2843,4-chlorobenzoicacid,methanol,C1=CC=C(C=C1)OC2=C(C=C(C=C2S(=O)(=O)N)C(=O)O)[N+](=O)[O-],CO,-63.9
491,1378,1700,"1,1,2-trichloroethane",octanol,C(C(Cl)Cl)Cl,CCCCCCCCO,-4.53
492,755,997,2-pentanone,heptane,CCCC(=O)C,CCCCCCC,-4.07
493,45,73,phenol,benzene,C1=CC=C(C=C1)O,C1=CC=CC=C1,-7.12
494,2118,2741,thioacetamide,acetonitrile,CC(=S)N,CC#N,-73.6
495,2199,2846,4-hydroxybenzoicacid,methanol,C1=CC(=CC=C1C(=O)O)O,CO,-65.7
496,294,431,acetophenone,chloroform,CC(=O)C1=CC=CC=C1,C(Cl)(Cl)Cl,-7.81
497,1025,1305,nitrobenzene,hexane,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCC,-6.09
498,588,815,"1,4-dichlorobenzene",diethylether,C1=CC(=CC=C1Cl)Cl,CCOCC,-6.18
499,1840,2288,triethylphosphate,water,CCOP(=O)(OCC)OCC,O,-7.8
500,1940,2474,iodobenzene,water,C1=CC=C(C=C1)I,O,-1.73
501,1322,1636,benzaldehyde,octanol,C1=CC=C(C=C1)C=O,CCCCCCCCO,-6.13
502,1298,1610,ethanol,octanol,CCO,CCCCCCCCO,-4.36
503,1968,2561,trichloroacetamide,diethylether-water,C(=O)(C(Cl)(Cl)Cl)N,CCOCC.O,-1.47
504,888,1143,propylacetate,hexadecane,CCCCC(=O)O,CCCCCCCCCCCCCCCC,-3.93
505,436,593,p-bromophenol,cyclohexane,C1=CC(=CC=C1O)Br,C1CCCCC1,-7.14
506,1815,2260,1-bromopropane,water,CCCBr,O,-0.56
507,1779,2223,1-propanethiol,water,CCCS,O,-1.05
508,393,544,1-heptanol,cyclohexane,CCCCCCCO,C1CCCCC1,-6.02
509,929,1189,chloroethane,hexadecane,CCCl,CCCCCCCCCCCCCCCC,-2.29
510,534,704,1-pentanol,dibromoethane,CCCCCO,CC(Br)Br,-5.44
511,30,58,butylamine,anisole,CCCCN,COC1=CC=CC=C1,-4.44
512,1952,2540,b-propiolactone,chloroform-water,C1COC1=O,C(Cl)(Cl)Cl.O,0.67
513,746,988,1-hexanol,heptane,CCCCCCO,CCCCCCC,-4.89
514,1550,1943,ethylacetate,secbutylbenzene,CCOC(=O)C,CCC(C)C1=CC=CC=C1,-4.11
515,1128,1411,ethanol,isopropylbenzene,CCO,CC(C)C1=CC=CC=C1,-2.9
516,1121,1404,n-octane,isopropanol,CCCCCCCC,CC(C)O,-4.5
517,1385,1707,"1,2-dichlorobenzene",octanol,C1=CC=C(C(=C1)Cl)Cl,CCCCCCCCO,-6.01
518,1521,1894,p-bromophenol,pentanol,C1=CC(=CC=C1O)Br,CCCCCO,-10.62
519,2097,2716,ammonia,acetonitrile,N,CC#N,-89.3
520,1249,1555,2-hexanone,octane,CCCCC(=O)C,CCCCCCCC,-4.6
521,1287,1599,1-pentyne,octanol,CCCC#C,CCCCCCCCO,-2.79
522,2248,2903,benzylalcohol,water,C1=CC=C(C=C1)CO,O,-75.4
523,344,491,9-methyladenine,chloroform,CN1C=NC2=C(N=CN=C21)N,C(Cl)(Cl)Cl,-12.51
524,556,780,phenol,diethylether,C1=CC=C(C=C1)O,CCOCC,-8.75
525,2003,2603,4-nitropyridine,octanol-water,C1=CN=CC=C1[N+](=O)[O-],CCCCCCCCO.O,-0.45
526,680,911,ethanol,ethylacetate,CCO,CCOC(=O)C,-4.24
527,765,1011,butylacetate,heptane,CCCCCC(=O)[O-],CCCCCCC,-4.83
528,1564,1975,"1,4-dioxane",tetrahydrofuran,C1COCCO1,C1CCOC1,-5.17
529,352,500,urea,chloroform,C(=O)(N)N,C(Cl)(Cl)Cl,-8.56
530,91,129,"3,5-dimethylpyridine",benzene,CC1=CC(=CN=C1)C,C1=CC=CC=C1,-7.64
531,1194,1495,nitromethane,nitroethane,C[N+](=O)[O-],CC[N+](=O)[O-],-5.35
532,1942,2476,iodomethane,water,CI,O,-0.89
533,1957,2545,isoquinoline,cyclohexane-water,C1=CC=C2C=NC=CC2=C1,C1CCCCC1.O,-1.51
534,2087,2706,tert-butylamine,acetonitrile,CC(C)(C)N,CC#N,-70.9
535,261,398,methylamine,chlorobenzene,CN,C1=CC=C(C=C1)Cl,-2.16
536,2364,3035,3-chloroaniline,water,C1=CC(=CC(=C1)Cl)N,O,-74.7
537,748,990,m-cresol,heptane,CC1=CC(=CC=C1)O,CCCCCCC,-5.01
538,1356,1677,nitroethane,octanol,CC[N+](=O)[O-],CCCCCCCCO,-3.93
539,785,1033,"2,2'-dichlorobiphenyl",heptane,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,CCCCCCC,-9.22
540,567,791,acetophenone,diethylether,CC(=O)C1=CC=CC=C1,CCOCC,-6.79
541,949,1209,"1-bromo-1-chloro-2,2,2-trifluoroethane",hexadecane,C(C(F)(F)F)(Cl)Br,CCCCCCCCCCCCCCCC,-2.97
542,2057,2665,4-bromoanisole,octanol-water,COC1=CC=C(C=C1)Br,CCCCCCCCO.O,-4.3
543,1898,2369,5-chlorouracil,water,C1=C(C(=O)NC(=O)N1)Cl,O,-17.74
544,1222,1528,n-nonane,nonane,CCCCCCCCC,CCCCCCCCC,-5.91
545,907,1165,acetonitrile,hexadecane,CC#N,CCCCCCCCCCCCCCCC,-2.37
546,2241,2894,acetylene,water,C#C,O,-67.9
547,300,442,butylacetate,chloroform,CCCCCC(=O)[O-],C(Cl)(Cl)Cl,-6.71
548,802,1051,ethylamine,heptanol,CCN,CCCCCCCO,-4.15
549,2286,2952,hydrogenperoxide,water,OO,O,-97.3
550,1104,1387,o-cresol,isooctane,CC1=CC=CC=C1O,CC(C)CC(C)(C)C,-5.68
551,1902,2374,"N,N,4-trimethylbenzamide",water,CC1=CC=C(C=C1)C(=O)N(C)C,O,-9.76
552,315,459,nitrobenzene,chloroform,C1=CC=C(C=C1)[N+](=O)[O-],C(Cl)(Cl)Cl,-7.78
553,1867,2320,o-chlorotoluene,water,CC1=CC=CC=C1Cl,O,-1.15
554,453,611,4-methylaniline,cyclohexane,CC1=CC=C(C=C1)N,C1CCCCC1,-6.3
555,601,829,hydrogenperoxide,diethylether,OO,CCOCC,-7.03
556,175,221,nitromethane,butanol,C[N+](=O)[O-],CCCCO,-3.93
557,944,1204,1-bromopropane,hexadecane,CCCBr,CCCCCCCCCCCCCCCC,-3.57
558,2187,2823,hydrobromicacid,methanol,C(C(C(=O)O)O)N,CO,-65.8
559,37,65,toluene,benzene,CC1=CC=CC=C1,C1=CC=CC=C1,-5.32
560,123,162,p-cresol,bromobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)Br,-7.12
561,1192,1493,2-butanone,nitroethane,CCC(=O)C,CC[N+](=O)[O-],-4.73
562,394,545,"1,4-dioxane",cyclohexane,C1COCCO1,C1CCCCC1,-4.17
563,1732,2167,"3,3-dimethylbutanone",water,CC(=O)C(C)(C)C,O,-2.89
564,1926,2455,naproxen,water,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,O,-10.21
565,39,67,ethanol,benzene,CCO,C1=CC=CC=C1,-3.42
566,462,621,cyclohexanone,cyclohexanone,C1CCC(=O)CC1,C1CCC(=O)CC1,-6.25
567,1382,1704,"E-1,2-dichloroethene",octanol,C(=C/Cl)\Cl,CCCCCCCCO,-3.61
568,923,1183,fluoroethane,hexadecane,CCF,CCCCCCCCCCCCCCCC,-0.76
569,331,477,trimethylphosphate,chloroform,COP(=O)(OC)OC,C(Cl)(Cl)Cl,-9.74
570,2174,2807,trifluoroaceticacid,dimethylsulfoxide,C(=O)(C(F)(F)F)O,CS(=O)C,-45.0
571,194,242,1-butanol,butylacetate,CCCCO,CCCCCC(=O)[O-],-5.23
572,2224,2877,ammonia,methanol,N,CO,-85.6
573,2249,2904,2-methoxyethanol,water,COCCO,O,-77.9
574,634,864,"N,N-dimethylacetamide",dimethylacetamide,CC(=O)N(C)C,CC(=O)N(C)C,-6.77
575,322,467,fluorobenzene,chloroform,C1=CC=C(C=C1)F,C(Cl)(Cl)Cl,-4.25
576,1897,2368,5-trifluoromethyluracil,water,C1=C(C(=O)NC(=O)N1)C(F)(F)F,O,-15.46
577,266,403,benzene,chloroform,C1=CC=CC=C1,C(Cl)(Cl)Cl,-4.64
578,1071,1352,butylamine,iodobenzene,CCCCN,C1=CC=C(C=C1)I,-4.19
579,1963,2555,phenylurea,diethylether-water,C1=CC=C(C=C1)NC(=O)N,CCOCC.O,0.15
580,579,805,aniline,diethylether,C1=CC=C(C=C1)N,CCOCC,-6.51
581,1556,1966,propylacetate,tetrachloroethene,CCCCC(=O)O,C(=C(Cl)Cl)(Cl)Cl,-4.8
